UNITID,INSTNM,STABBR,LONGITUD,LATITUDE
108232,Academy of Art University,CA,-122.400578,37.787943
108269,Academy of Chinese Culture and Health Sciences,CA,-122.269839,37.805972
108348,The Academy of Radio and TV Broadcasting,CA,-117.987762,33.729535
108649,Avalon School of Cosmetology-Alameda,CA,-122.243566,37.764203
108667,College of Alameda,CA,-122.279303,37.781017
108807,Allan Hancock College,CA,-120.421144,34.943716
108852,American Academy of Dramatic Arts-Los Angeles,CA,-118.343701,34.095378
108861,American Baptist Seminary of the West,CA,-122.256149,37.865252
108870,American Film Institute Conservatory,CA,-118.310018,34.10767
108977,American Beauty College,CA,-117.936959,34.069367
109040,American Career College-Los Angeles,CA,-118.292481,34.079323
109086,American Conservatory Theater,CA,-122.40475,37.787343
109208,American River College,CA,-121.349672,38.65085
109350,Antelope Valley College,CA,-118.186166,34.676207
109651,Art Center College of Design,CA,-118.185102,34.169031
109721,Associated Technical College-Los Angeles,CA,-118.272364,34.056102
109730,Associated Technical College-San Diego,CA,-117.157988,32.715375
109785,Azusa Pacific University,CA,-117.888375,34.130047
109819,Bakersfield College,CA,-118.973753,35.40911
109907,Barstow Community College,CA,-117.023412,34.870285
109934,Bellus Academy-Chula Vista,CA,-117.083738,32.614773
110060,Bethesda University,CA,-117.941323,33.842295
110097,Biola University,CA,-118.014374,33.906203
110194,Brownson Technical School,CA,-117.905774,33.819032
110246,Butte College,CA,-121.644831,39.649782
110316,California Institute of Integral Studies,CA,-122.416102,37.774924
110334,Cabrillo College,CA,-121.924797,36.989448
110361,California Baptist University,CA,-117.425619,33.929321
110370,California College of the Arts,CA,-122.399451,37.767485
110398,University of California-Hastings College of Law,CA,-122.4157,37.781137
110404,California Institute of Technology,CA,-118.125878,34.137349
110413,California Lutheran University,CA,-118.878924,34.224566
110422,California Polytechnic State University-San Luis Obispo,CA,-120.65731100000001,35.299513
110468,Alliant International University-San Diego,CA,-117.094398,32.897056
110486,California State University-Bakersfield,CA,-119.104711,35.350005
110495,California State University-Stanislaus,CA,-120.852511,37.52577
110501,California State University-Chancellors Office,CA,-118.201255,33.764338
110510,California State University-San Bernardino,CA,-117.323801,34.182622
110529,California State Polytechnic University-Pomona,CA,-117.821476,34.057912
110538,California State University-Chico,CA,-121.844859,39.729712
110547,California State University-Dominguez Hills,CA,-118.255917,33.864766
110556,California State University-Fresno,CA,-119.744569,36.811154
110565,California State University-Fullerton,CA,-117.885446,33.881506
110574,California State University-East Bay,CA,-122.054135,37.657694
110583,California State University-Long Beach,CA,-118.11204,33.782818
110592,California State University-Los Angeles,CA,-118.168965,34.066927
110608,California State University-Northridge,CA,-118.529319,34.240126
110617,California State University-Sacramento,CA,-121.423549,38.559415
110635,University of California-Berkeley,CA,-122.260463,37.871918
110644,University of California-Davis,CA,-121.749567,38.539667
110653,University of California-Irvine,CA,-117.841248,33.648434
110662,University of California-Los Angeles,CA,-118.443901,34.068892
110671,University of California-Riverside,CA,-117.32741,33.97246
110680,University of California-San Diego,CA,-117.235866,32.877749
110699,University of California-San Francisco,CA,-122.458489,37.763737
110705,University of California-Santa Barbara,CA,-119.846426,34.416297
110714,University of California-Santa Cruz,CA,-122.058801,36.995584
110778,Sofia University,CA,-122.10866,37.430325
110875,California Beauty School,CA,-120.99689,37.645217
110918,California Christian College,CA,-119.711123,36.749366
111045,California Graduate School of Theology,CA,-117.936119,33.774619
111054,California Hair Design Academy,CA,-117.024261,32.765221
111081,California Institute of the Arts,CA,-118.566837,34.39327
111188,California State University Maritime Academy,CA,-122.231551,38.069061
111391,California Western School of Law,CA,-117.162416,32.722192
111434,Canada College,CA,-122.265398,37.44877
111461,College of the Canyons,CA,-118.568698,34.403993
111513,Career Academy of Beauty,CA,-118.031697,33.781018
111638,Casa Loma College-Van Nuys,CA,-118.457781,34.192829
111708,CET-San Diego,CA,-117.105328,32.711302
111717,CET-San Jose,CA,-121.88698,37.322723
111726,CET-El Centro,CA,-115.549079,32.790908
111744,CET-Colton,CA,-117.353488,34.077381
111762,CET-Watsonville,CA,-121.767991,36.931833
111799,CET-Salinas,CA,-121.65236,36.707333
111887,Cerritos College,CA,-118.097337,33.886874
111896,Cerro Coso Community College,CA,-117.66767,35.567525
111920,Chabot College,CA,-122.105636,37.642458
111939,Chaffey College,CA,-117.573932,34.147663
111948,Chapman University,CA,-117.852518,33.79302
111966,Charles R Drew University of Medicine and Science,CA,-118.242791,33.925658
112075,Concordia University-Irvine,CA,-117.812305,33.653665
112084,San Diego Christian College,CA,-116.978112,32.842404
112093,Stockton Christian Life College,CA,-121.296258,38.029827
112127,Church Divinity School of the Pacific,CA,-122.261122,37.876184
112172,Citrus College,CA,-117.885266,34.135487
112181,Citrus Heights Beauty College,CA,-121.289529,38.712951
112190,City College of San Francisco,CA,-122.451155,37.725953
112251,Claremont Graduate University,CA,-117.713703,34.103585
112260,Claremont McKenna College,CA,-117.711188,34.102154
112288,Milan Institute-Visalia,CA,-119.312151,36.27164
112367,Clovis Adult Education,CA,-119.690369,36.834459
112376,Coast Community College District Office,CA,-117.916066,33.674004
112385,Coastline Community College,CA,-117.929143,33.715634
112394,Cogswell College,CA,-121.94087,37.414049
112455,Coba Academy,CA,-117.943108,33.841141
112525,Western University of Health Sciences,CA,-117.747732,34.058092
112561,Columbia College,CA,-120.388385,38.030367
112570,Columbia College Hollywood,CA,-118.538793,34.17972
112686,Compton College,CA,-118.209463,33.878226
112817,Contra Costa Community College District Office,CA,-122.135335,38.019072
112826,Contra Costa College,CA,-122.337377,37.969381
113096,Cosumnes River College,CA,-121.423108,38.45295
113111,Crafton Hills College,CA,-117.101173,34.039178
113193,Cuesta College,CA,-120.742235,35.331276
113218,Cuyamaca College,CA,-116.943507,32.744954
113236,Cypress College,CA,-118.025143,33.82833
113333,De Anza College,CA,-122.045558,37.320788
113449,International School of Beauty Inc,CA,-116.403928,33.729555
113537,Dell'Arte International School of Physical Theatre,CA,-123.988808,40.880924
113573,College of the Desert,CA,-116.388271,33.732108
113582,Design Institute of San Diego,CA,-117.167374,32.880926
113634,Diablo Valley College,CA,-122.073142,37.968516
113698,Dominican University of California,CA,-122.512051,37.981279
113704,Dominican School of Philosophy & Theology,CA,-122.264612,37.881099
113856,East Los Angeles College,CA,-118.148785,34.040531
113980,El Camino Community College District,CA,-118.329913,33.885229
114044,Elegance International,CA,-118.338111,34.098445
114114,Emperor's College of Traditional Oriental Medicine,CA,-118.485119,34.030438
114123,Empire College,CA,-122.729337,38.468052
114266,Evergreen Valley College,CA,-121.76561,37.30167
114354,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,CA,-118.25993,34.044209
114390,FIDM-Fashion Institute of Design & Merchandising-San Francisco,CA,-122.406651,37.786353
114415,FIDM-Fashion Institute of Design & Merchandising-Orange County,CA,-117.852254,33.691963
114433,Feather River Community College District,CA,-120.973067,39.953101
114460,Federico Beauty Institute,CA,-121.497761,38.64883
114549,Fielding Graduate University,CA,-119.717161,34.42941
114585,Five Branches University,CA,-121.998245,36.964348
114637,Redondo Beach Beauty College,CA,-118.372137,33.873098
114716,Foothill College,CA,-122.127964,37.361655
114734,Franciscan School of Theology,CA,-117.320066,33.232416
114761,Fredrick and Charles Beauty College,CA,-124.164986,40.798885
114789,Fresno City College,CA,-119.796096,36.768164
114813,Fresno Pacific University,CA,-119.735199,36.726831
114831,Foothill-De Anza Community College District,CA,-122.12796,37.361664
114840,Fuller Theological Seminary,CA,-118.140261,34.14778
114859,Fullerton College,CA,-117.918255,33.875514
114938,Gavilan College,CA,-121.569842,36.972627
114947,Gemological Institute of America-Carlsbad,CA,-117.318765,33.131313
115001,Glendale Community College,CA,-118.227666,34.16745
115010,Glendale Career College,CA,-118.254719,34.149771
115083,Golden Gate University-San Francisco,CA,-122.398969,37.789374
115126,Golden West College,CA,-118.002568,33.732531
115214,Graduate Theological Union,CA,-122.261847,37.87554
115287,Grossmont-Cuyamaca Community College District,CA,-117.006277,32.815246
115296,Grossmont College,CA,-117.006277,32.815246
115357,Salon Success Academy-Riverside,CA,-117.391024,33.943149
115393,Hartnell College,CA,-121.666054,36.675091
115409,Harvey Mudd College,CA,-117.709837,34.106515
115658,Hilltop Beauty School,CA,-122.461467,37.705502
115728,Holy Names University,CA,-122.187804,37.802276
115746,Pacifica Graduate Institute,CA,-119.580414,34.420881
115755,Humboldt State University,CA,-124.078293,40.877481
115773,Humphreys University-Stockton and Modesto Campuses,CA,-121.316918,38.011489
115861,Imperial Valley College,CA,-115.503563,32.827209
115931,Institute for Business and Technology,CA,-121.969541,37.368642
116226,Interior Designers Institute,CA,-117.865722,33.641393
116350,Toni & Guy Hairdressing Academy-Santa Monica,CA,-118.494755,34.017276
116439,Irvine Valley College,CA,-117.777539,33.675381
116563,Bellus Academy-El Cajon,CA,-116.94627,32.794072
116712,John F. Kennedy University,CA,-122.054761,37.956616
116846,American Jewish University,CA,-118.471706,34.128153
117052,Reedley College,CA,-119.458555,36.605428
117104,Life Pacific University,CA,-117.829388,34.098705
117140,University of La Verne,CA,-117.773262,34.100855
117168,Laguna College of Art and Design,CA,-117.772564,33.561448
117195,Lake Tahoe Community College,CA,-119.972574,38.926797
117238,Lancaster Beauty School,CA,-118.147547,34.694914
117247,Laney College,CA,-122.26283,37.797257
117274,Lassen Community College,CA,-120.633271,40.432053
117520,Life Chiropractic College West,CA,-122.117619,37.638099
117548,Lincoln Law School of Sacramento,CA,-121.464021,38.57216
117557,Lincoln University,CA,-122.269745,37.804788
117575,Southern California Seminary,CA,-116.905461,32.799614
117627,La Sierra University,CA,-117.500054,33.910704
117636,Loma Linda University,CA,-117.260605,34.051241
117645,Long Beach City College,CA,-118.135633,33.833593
117672,Southern California University of Health Sciences,CA,-117.983401,33.922966
117681,Los Angeles Community College District Office,CA,-118.258047,34.048969
117690,Los Angeles Harbor College,CA,-118.28186,33.784201
117706,Los Angeles Pierce College,CA,-118.575071,34.183949
117715,Los Angeles Southwest College,CA,-118.304674,33.929586
117724,Los Angeles Trade Technical College,CA,-118.269447,34.031907
117733,Los Angeles Valley College,CA,-118.421734,34.175165
117751,The Master's University and Seminary,CA,-118.518193,34.381755
117788,Los Angeles City College,CA,-118.292169,34.087301
117803,Los Angeles County College of Nursing and Allied Health,CA,-118.211852,34.062647
117867,Los Angeles Mission College,CA,-118.4195,34.314668
117894,Los Medanos College,CA,-121.860967,38.006474
117900,Los Rios Community College District Office,CA,-121.417145,38.579859
117946,Loyola Marymount University,CA,-118.415744,33.97085
117955,Lu Ross Academy,CA,-119.293952,34.278034
118134,Lyle's College of Beauty,CA,-119.02387,35.386539
118143,Lyle's College of  Beauty,CA,-119.774167,36.836265
118161,Lytles Redwood Empire Beauty College Inc,CA,-122.75777,38.508385
118189,MTI Business College Inc,CA,-121.308445,38.007885
118198,MTI College,CA,-121.342568,38.661377
118347,College of Marin,CA,-122.549149,37.954897
118541,Marymount California University,CA,-118.333371,33.734887
118684,Mendocino College,CA,-123.228809,39.188989
118693,Menlo College,CA,-122.190797,37.453475
118718,Merced College,CA,-120.47646400000001,37.3353
118772,Merritt College,CA,-122.167335,37.789088
118888,Mills College,CA,-122.182294,37.781425
118912,MiraCosta College,CA,-117.302606,33.190483
118930,Mission College,CA,-121.980783,37.391935
118958,Modern Beauty Academy,CA,-119.181423,34.195384
118976,Modesto Junior College,CA,-121.009792,37.651056
118994,Moler Barber College,CA,-122.265352,37.827075
119058,Middlebury Institute of International Studies at Monterey,CA,-121.897325,36.599736
119067,Monterey Peninsula College,CA,-121.884931,36.590558
119137,Moorpark College,CA,-118.834528,34.301146
119164,Mt San Antonio College,CA,-117.846629,34.047764
119173,Mount Saint Mary's University,CA,-118.482879,34.085315
119216,Mt San Jacinto Community College District,CA,-116.971169,33.806748
119270,Musicians Institute,CA,-118.337582,34.101265
119331,Napa Valley College,CA,-122.274381,38.274081
119553,National Holistic Institute,CA,-122.287672,37.841898
